num_critic_for_reviews,duration,gross,num_voted_users,cast_total_fb_likes,num_user_for_reviews,budget,title_year,imdb_score,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Europe,North America,Other countries,English,Other language
590.0,132.0,228756232.0,395573,21411.0,1171.0,190000000.0,2013.0,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
338.0,114.0,65171860.0,106416,1766.0,205.0,195000000.0,2013.0,6.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
490.0,143.0,144812796.0,362912,29770.0,753.0,105000000.0,2013.0,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
306.0,116.0,90755643.0,222403,16149.0,453.0,200000000.0,2010.0,6.6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
575.0,131.0,101785482.0,381148,19166.0,1106.0,190000000.0,2013.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
428.0,154.0,352358779.0,326180,2593.0,899.0,195000000.0,2011.0,6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
470.0,122.0,317011114.0,333847,14959.0,2054.0,185000000.0,2008.0,6.2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
298.0,93.0,123070338.0,62836,696.0,345.0,200000000.0,2015.0,6.8,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
488.0,93.0,237282182.0,273556,5005.0,428.0,185000000.0,2012.0,7.2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
322.0,122.0,130468626.0,53607,1327.0,432.0,185000000.0,2016.0,7.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
421.0,98.0,223806889.0,718837,2975.0,1043.0,180000000.0,2008.0,8.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
162.0,91.0,140080850.0,121084,1125.0,221.0,140000000.0,2007.0,6.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
367.0,158.0,166112167.0,283418,2144.0,1055.0,200000000.0,2009.0,5.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
240.0,96.0,137850096.0,72809,48878.0,249.0,200000000.0,2009.0,6.8,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
384.0,127.0,47375327.0,139593,47334.0,720.0,176000000.0,2015.0,5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
248.0,110.0,124051759.0,42372,21175.0,239.0,180000000.0,2016.0,6.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
284.0,150.0,291709845.0,286506,1317.0,1463.0,180000000.0,2005.0,6.9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
396.0,144.0,154985087.0,148379,49684.0,622.0,178000000.0,2016.0,7.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
408.0,96.0,292979556.0,665575,2635.0,704.0,175000000.0,2009.0,8.3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
219.0,94.0,198332128.0,114553,2579.0,187.0,175000000.0,2009.0,6.5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
486.0,126.0,318298180.0,696338,39252.0,1055.0,140000000.0,2008.0,7.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
682.0,126.0,73820094.0,245333,36017.0,678.0,170000000.0,2011.0,7.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
85.0,106.0,113745408.0,129601,15870.0,648.0,170000000.0,1999.0,4.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
264.0,112.0,102176165.0,117927,9131.0,501.0,145000000.0,2008.0,5.2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
418.0,123.0,161087183.0,118992,11287.0,971.0,175000000.0,2016.0,6.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
186.0,96.0,100289690.0,115099,108016.0,257.0,175000000.0,2007.0,5.4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
585.0,113.0,100189501.0,431620,12652.0,741.0,178000000.0,2014.0,7.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
91.0,176.0,88246220.0,144337,1004.0,309.0,175000000.0,1995.0,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
250.0,118.0,150167630.0,174578,26683.0,534.0,175000000.0,2009.0,5.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
536.0,95.0,356454367.0,345198,2944.0,773.0,175000000.0,2015.0,8.3,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
370.0,106.0,362645141.0,106072,32921.0,398.0,175000000.0,2016.0,7.8,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
453.0,124.0,312057433.0,522371,48638.0,723.0,200000000.0,2010.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
416.0,132.0,155111815.0,228554,72881.0,710.0,170000000.0,2012.0,6.1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
401.0,97.0,241407328.0,252257,15516.0,634.0,180000000.0,2014.0,7.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
521.0,130.0,208543795.0,317542,14363.0,620.0,170000000.0,2014.0,7.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
218.0,128.0,38297305.0,116994,20965.0,324.0,175000000.0,2013.0,6.3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
576.0,136.0,259746958.0,496749,36188.0,742.0,170000000.0,2014.0,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
226.0,93.0,238371987.0,138661,4628.0,173.0,165000000.0,2010.0,6.4,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
443.0,130.0,93417865.0,128306,5046.0,497.0,190000000.0,2015.0,6.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
384.0,102.0,222487711.0,279093,2963.0,433.0,165000000.0,2014.0,7.9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
377.0,101.0,189412677.0,272534,4451.0,345.0,165000000.0,2012.0,7.8,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
188.0,100.0,665426.0,120798,16264.0,444.0,165000000.0,2004.0,6.6,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
286.0,120.0,102315545.0,58137,3233.0,520.0,165000000.0,2016.0,5.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
288.0,98.0,217387997.0,485430,20453.0,492.0,165000000.0,2010.0,8.2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
280.0,109.0,150350192.0,305340,1769.0,1676.0,200000000.0,2003.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
653.0,121.0,333130696.0,682155,32438.0,1097.0,170000000.0,2014.0,8.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
712.0,169.0,187991439.0,928227,31488.0,2725.0,165000000.0,2014.0,8.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
642.0,148.0,292568851.0,1468200,81115.0,2803.0,160000000.0,2010.0,8.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
645.0,182.0,303001229.0,637246,9152.0,1367.0,180000000.0,2012.0,7.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
187.0,106.0,144512310.0,272223,45327.0,988.0,38000000.0,2001.0,6.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
362.0,166.0,127490802.0,459346,13333.0,822.0,150000000.0,2008.0,7.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
500.0,132.0,146405371.0,518537,50983.0,698.0,160000000.0,2011.0,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
389.0,137.0,281666058.0,166137,81385.0,383.0,160000000.0,2015.0,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
235.0,109.0,63143812.0,124185,13388.0,238.0,150000000.0,2010.0,6.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
231.0,98.0,60655503.0,82380,92456.0,629.0,160000000.0,2006.0,5.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
218.0,113.0,76846624.0,21352,80806.0,131.0,170000000.0,2016.0,6.4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
227.0,93.0,320706665.0,211971,4705.0,326.0,160000000.0,2007.0,6.1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
275.0,123.0,46978995.0,111609,5505.0,781.0,160000000.0,2016.0,7.3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
474.0,126.0,89732035.0,188457,38873.0,867.0,155000000.0,2015.0,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
228.0,113.0,104383624.0,106446,764.0,227.0,155000000.0,2010.0,6.3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
191.0,184.0,198539855.0,254111,5401.0,1999.0,140000000.0,2001.0,6.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
396.0,144.0,318759914.0,513158,2333.0,1782.0,150000000.0,2007.0,7.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
248.0,206.0,34293771.0,138863,24598.0,1390.0,155000000.0,2004.0,5.5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
329.0,138.0,292000866.0,355137,33433.0,1108.0,150000000.0,2007.0,7.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
295.0,157.0,289994397.0,385670,53413.0,1896.0,150000000.0,2005.0,7.6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
318.0,102.0,227946274.0,343648,21584.0,590.0,150000000.0,2008.0,6.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
323.0,104.0,256386216.0,530870,13076.0,1413.0,150000000.0,2007.0,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
276.0,115.0,206456431.0,320284,57844.0,1361.0,150000000.0,2005.0,6.7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
318.0,111.0,206435493.0,473887,4764.0,626.0,150000000.0,2007.0,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
478.0,128.0,205343774.0,980946,59558.0,2685.0,150000000.0,2005.0,8.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
167.0,89.0,179982968.0,146019,3285.0,119.0,150000000.0,2008.0,6.7,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
185.0,105.0,177243721.0,130272,54039.0,209.0,150000000.0,2009.0,5.9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
350.0,119.0,179883016.0,361924,40054.0,641.0,150000000.0,2009.0,6.7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
245.0,129.0,139259759.0,364948,1062.0,2121.0,150000000.0,2003.0,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
406.0,102.0,400736600.0,421658,2582.0,904.0,150000000.0,2013.0,7.6,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
275.0,138.0,281492479.0,421818,534.0,2789.0,150000000.0,2003.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
486.0,112.0,206360018.0,414070,59803.0,532.0,170000000.0,2013.0,7.1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
739.0,120.0,153629485.0,552503,40025.0,1588.0,150000000.0,2015.0,8.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
298.0,146.0,133375846.0,207839,16948.0,435.0,150000000.0,2009.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
516.0,115.0,181015141.0,536314,60059.0,738.0,150000000.0,2011.0,7.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
225.0,96.0,114053579.0,146766,20007.0,178.0,150000000.0,2008.0,6.9,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
145.0,88.0,119420252.0,33042,2217.0,90.0,150000000.0,2009.0,5.1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
310.0,99.0,83640426.0,152826,16184.0,253.0,150000000.0,2012.0,5.8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
526.0,113.0,79711678.0,199039,80849.0,479.0,100000000.0,2012.0,6.2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
465.0,131.0,195000874.0,232187,21840.0,440.0,150000000.0,2015.0,7.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
357.0,119.0,61937495.0,89442,13071.0,432.0,150000000.0,2010.0,5.8,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
194.0,91.0,126597121.0,105902,6576.0,206.0,150000000.0,2007.0,6.2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
284.0,90.0,165230261.0,182718,21015.0,209.0,150000000.0,2011.0,7.3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
280.0,103.0,131564731.0,118951,2857.0,1382.0,150000000.0,2010.0,4.2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
